"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40603","Africa (Northern)","2010","2010",38.63963,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40603","Africa (Northern)","2011","2011",40.53038,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40603","Africa (Northern)","2012","2012",42.27686,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40603","Africa (Northern)","2013","2013",47.53575,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40603","Africa (Northern)","2014","2014",47.67907,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40603","Africa (Northern)","2015","2015",52.0213,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40603","Africa (Northern)","2016","2016",52.78049,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40603","Africa (Northern)","2017","2017",53.49615,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40616","Asia (Southern)","1996","1996",12.96585,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40616","Asia (Southern)","1997","1997",13.85891,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40616","Asia (Southern)","1998","1998",14.45137,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40616","Asia (Southern)","1999","1999",15.57141,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40616","Asia (Southern)","2000","2000",16.53728,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40616","Asia (Southern)","2001","2001",16.64176,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40616","Asia (Southern)","2002","2002",16.99883,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40616","Asia (Southern)","2003","2003",18.71427,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40616","Asia (Southern)","2004","2004",20.19752,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40616","Asia (Southern)","2005","2005",23.74973,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40616","Asia (Southern)","2006","2006",24.60592,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40616","Asia (Southern)","2007","2007",26.69729,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40616","Asia (Southern)","2008","2008",28.24151,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40616","Asia (Southern)","2009","2009",28.73408,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40616","Asia (Southern)","2010","2010",29.85987,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40616","Asia (Southern)","2011","2011",31.28555,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40616","Asia (Southern)","2012","2012",30.31578,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40616","Asia (Southern)","2013","2013",29.8231,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40616","Asia (Southern)","2014","2014",29.66554,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40616","Asia (Southern)","2015","2015",29.21794,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40616","Asia (Southern)","2016","2016",31.26451,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40616","Asia (Southern)","2017","2017",32.69957,,
"EXPGDP_TOT","GERD as a percentage of GDP","40043","Upper middle income countries","1996","1996",0.54005,,
"EXPGDP_TOT","GERD as a percentage of GDP","40043","Upper middle income countries","1997","1997",0.56881,,
"EXPGDP_TOT","GERD as a percentage of GDP","40043","Upper middle income countries","1998","1998",0.56108,,
"EXPGDP_TOT","GERD as a percentage of GDP","40043","Upper middle income countries","1999","1999",0.60912,,
"EXPGDP_TOT","GERD as a percentage of GDP","40043","Upper middle income countries","2000","2000",0.65653,,
"EXPGDP_TOT","GERD as a percentage of GDP","40043","Upper middle income countries","2001","2001",0.69594,,
"EXPGDP_TOT","GERD as a percentage of GDP","40043","Upper middle income countries","2002","2002",0.74817,,
"EXPGDP_TOT","GERD as a percentage of GDP","40043","Upper middle income countries","2003","2003",0.78346,,
"EXPGDP_TOT","GERD as a percentage of GDP","40043","Upper middle income countries","2004","2004",0.7961,,
"EXPGDP_TOT","GERD as a percentage of GDP","40043","Upper middle income countries","2005","2005",0.84434,,
"EXPGDP_TOT","GERD as a percentage of GDP","40043","Upper middle income countries","2006","2006",0.87282,,
"EXPGDP_TOT","GERD as a percentage of GDP","40043","Upper middle income countries","2007","2007",0.91452,,
"EXPGDP_TOT","GERD as a percentage of GDP","40043","Upper middle income countries","2008","2008",0.96072,,
"EXPGDP_TOT","GERD as a percentage of GDP","40043","Upper middle income countries","2009","2009",1.10431,,
"EXPGDP_TOT","GERD as a percentage of GDP","40043","Upper middle income countries","2010","2010",1.13132,,
"EXPGDP_TOT","GERD as a percentage of GDP","40043","Upper middle income countries","2011","2011",1.16321,,
"EXPGDP_TOT","GERD as a percentage of GDP","40043","Upper middle income countries","2012","2012",1.24086,,
"EXPGDP_TOT","GERD as a percentage of GDP","40043","Upper middle income countries","2013","2013",1.30571,,
"EXPGDP_TOT","GERD as a percentage of GDP","40043","Upper middle income countries","2014","2014",1.35529,,
"EXPGDP_TOT","GERD as a percentage of GDP","40043","Upper middle income countries","2015","2015",1.40671,,
"EXPGDP_TOT","GERD as a percentage of GDP","40043","Upper middle income countries","2016","2016",1.44881,,
"EXPGDP_TOT","GERD as a percentage of GDP","40043","Upper middle income countries","2017","2017",1.48235,,
"EXPGDP_TOT","GERD as a percentage of GDP","40616","Asia (Southern)","1996","1996",0.51283,,
"EXPGDP_TOT","GERD as a percentage of GDP","40616","Asia (Southern)","1997","1997",0.54238,,
"EXPGDP_TOT","GERD as a percentage of GDP","40616","Asia (Southern)","1998","1998",0.54975,,
"EXPGDP_TOT","GERD as a percentage of GDP","40616","Asia (Southern)","1999","1999",0.56748,,
"EXPGDP_TOT","GERD as a percentage of GDP","40616","Asia (Southern)","2000","2000",0.588,,
"EXPGDP_TOT","GERD as a percentage of GDP","40616","Asia (Southern)","2001","2001",0.58143,,
"EXPGDP_TOT","GERD as a percentage of GDP","40616","Asia (Southern)","2002","2002",0.57923,,
"EXPGDP_TOT","GERD as a percentage of GDP","40616","Asia (Southern)","2003","2003",0.60359,,
"EXPGDP_TOT","GERD as a percentage of GDP","40616","Asia (Southern)","2004","2004",0.61946,,
"EXPGDP_TOT","GERD as a percentage of GDP","40616","Asia (Southern)","2005","2005",0.69278,,
"EXPGDP_TOT","GERD as a percentage of GDP","40616","Asia (Southern)","2006","2006",0.68024,,
"EXPGDP_TOT","GERD as a percentage of GDP","40616","Asia (Southern)","2007","2007",0.69777,,
"EXPGDP_TOT","GERD as a percentage of GDP","40616","Asia (Southern)","2008","2008",0.72982,,
"EXPGDP_TOT","GERD as a percentage of GDP","40616","Asia (Southern)","2009","2009",0.7108,,
"EXPGDP_TOT","GERD as a percentage of GDP","40616","Asia (Southern)","2010","2010",0.69839,,
"EXPGDP_TOT","GERD as a percentage of GDP","40616","Asia (Southern)","2011","2011",0.70865,,
"EXPGDP_TOT","GERD as a percentage of GDP","40616","Asia (Southern)","2012","2012",0.67304,,
"EXPGDP_TOT","GERD as a percentage of GDP","40616","Asia (Southern)","2013","2013",0.6378,,
"EXPGDP_TOT","GERD as a percentage of GDP","40616","Asia (Southern)","2014","2014",0.60257,,
"EXPGDP_TOT","GERD as a percentage of GDP","40616","Asia (Southern)","2015","2015",0.56549,,
"EXPGDP_TOT","GERD as a percentage of GDP","40616","Asia (Southern)","2016","2016",0.56525,,
"EXPGDP_TOT","GERD as a percentage of GDP","40616","Asia (Southern)","2017","2017",0.56185,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40550","Small Island Developing States","1996","1996",55.12849,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40550","Small Island Developing States","1997","1997",62.92219,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40550","Small Island Developing States","1998","1998",74.16364,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40550","Small Island Developing States","1999","1999",77.64563,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40550","Small Island Developing States","2000","2000",83.36769,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40550","Small Island Developing States","2001","2001",91.41082,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40550","Small Island Developing States","2002","2002",94.97623,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40550","Small Island Developing States","2003","2003",96.72237,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40550","Small Island Developing States","2004","2004",108.14672,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40550","Small Island Developing States","2005","2005",116.65763,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40550","Small Island Developing States","2006","2006",120.55569,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40550","Small Island Developing States","2007","2007",138.97097,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40550","Small Island Developing States","2008","2008",156.09651,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40550","Small Island Developing States","2009","2009",135.2637,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40550","Small Island Developing States","2010","2010",137.87182,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40550","Small Island Developing States","2011","2011",139.49453,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40550","Small Island Developing States","2012","2012",139.51702,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40550","Small Island Developing States","2013","2013",147.03554,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40550","Small Island Developing States","2014","2014",158.82968,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40550","Small Island Developing States","2015","2015",169.24768,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40550","Small Island Developing States","2016","2016",161.98898,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40550","Small Island Developing States","2017","2017",160.05489,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40041","High income countries","1996","1996",461.44756,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40041","High income countries","1997","1997",488.04106,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40041","High income countries","1998","1998",510.54076,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40041","High income countries","1999","1999",542.25662,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40041","High income countries","2000","2000",588.65005,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40041","High income countries","2001","2001",617.48575,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40041","High income countries","2002","2002",631.07644,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40041","High income countries","2003","2003",652.83866,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40041","High income countries","2004","2004",680.49265,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40041","High income countries","2005","2005",723.20103,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40041","High income countries","2006","2006",781.61664,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40041","High income countries","2007","2007",835.2493,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40041","High income countries","2008","2008",883.54031,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40041","High income countries","2009","2009",875.57693,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40041","High income countries","2010","2010",893.39066,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40041","High income countries","2011","2011",942.31062,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40041","High income countries","2012","2012",965.19631,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40041","High income countries","2013","2013",1008.98652,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40041","High income countries","2014","2014",1049.79203,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40041","High income countries","2015","2015",1078.27738,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40041","High income countries","2016","2016",1107.25208,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40041","High income countries","2017","2017",1172.10198,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40603","Africa (Northern)","1996","1996",13.70128,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40603","Africa (Northern)","1997","1997",13.82756,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40603","Africa (Northern)","1998","1998",14.39501,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40603","Africa (Northern)","1999","1999",15.3512,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40603","Africa (Northern)","2000","2000",16.80421,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40603","Africa (Northern)","2001","2001",18.71792,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40603","Africa (Northern)","2002","2002",21.2084,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40603","Africa (Northern)","2003","2003",21.05976,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40603","Africa (Northern)","2004","2004",22.25762,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40603","Africa (Northern)","2005","2005",23.36351,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40603","Africa (Northern)","2006","2006",26.05696,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40603","Africa (Northern)","2007","2007",28.58726,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40603","Africa (Northern)","2008","2008",31.51789,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40603","Africa (Northern)","2009","2009",40.06828,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40603","Africa (Northern)","2010","2010",42.48046,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40603","Africa (Northern)","2011","2011",45.48995,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40603","Africa (Northern)","2012","2012",48.36016,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40603","Africa (Northern)","2013","2013",55.33001,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40603","Africa (Northern)","2014","2014",56.54678,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40603","Africa (Northern)","2015","2015",62.35635,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40603","Africa (Northern)","2016","2016",63.9582,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40603","Africa (Northern)","2017","2017",66.05761,,
"EXPGDP_TOT","GERD as a percentage of GDP","40330","Landlocked Developing Countries","1996","1996",0.26111,,
"EXPGDP_TOT","GERD as a percentage of GDP","40330","Landlocked Developing Countries","1997","1997",0.26672,,
"EXPGDP_TOT","GERD as a percentage of GDP","40330","Landlocked Developing Countries","1998","1998",0.25424,,
"EXPGDP_TOT","GERD as a percentage of GDP","40330","Landlocked Developing Countries","1999","1999",0.24497,,
"EXPGDP_TOT","GERD as a percentage of GDP","40330","Landlocked Developing Countries","2000","2000",0.24059,,
"EXPGDP_TOT","GERD as a percentage of GDP","40330","Landlocked Developing Countries","2001","2001",0.2513,,
"EXPGDP_TOT","GERD as a percentage of GDP","40330","Landlocked Developing Countries","2002","2002",0.25397,,
"EXPGDP_TOT","GERD as a percentage of GDP","40330","Landlocked Developing Countries","2003","2003",0.24552,,
"EXPGDP_TOT","GERD as a percentage of GDP","40330","Landlocked Developing Countries","2004","2004",0.24076,,
"EXPGDP_TOT","GERD as a percentage of GDP","40330","Landlocked Developing Countries","2005","2005",0.23832,,
"EXPGDP_TOT","GERD as a percentage of GDP","40330","Landlocked Developing Countries","2006","2006",0.22291,,
